"Name","Type","Detection.Method","Mass","Radius","Flux","Tsurf","Period","Distance","Age","ESI","Habitable"
"Kepler-1150 b","K Hot Terran","Transit",1.04,1.02,147,1003,2.79,1169,4.68,0.3,"Yes"
"Kepler-197 b","F Hot Terran","Transit",1.04,1.02,463,1334,5.6,1078,5.37,0.3,"Yes"
"Kepler-130 b","G Hot Terran","Transit",1.04,1.02,255,1145,8.46,1032,5.89,0.3,"Yes"
"Kepler-1616 b","F Hot Terran","Transit",1.04,1.02,750,1505,6.76,3711,2.75,0.29,"Yes"
"Kepler-192 d","G Hot Terran","Transit",1.04,1.02,180,1054,6.47,2125,6.76,0.3,"Yes"
"AU Mic d","M Hot Terran","Transit Timing Variations",1.05,1.02,12.6,542,12.7,31.7,0.02,0.4,"Yes"
"Kepler-336 b","G Hot Terran","Transit",1.04,1.02,1670,1839,2.02,2507,4.9,0.29,"Yes"
"Kepler-1312 c","G Hot Terran","Transit",1.07,1.03,1822,1879,1.12,975,0.4,0.29,"Yes"
"EPIC 201754305 d","K Hot Terran","Transit",1.08,1.03,156,1016,2.72,1092,4.37450250455373,0.3,"Yes"
"Kepler-1612 b","G Hot Terran","Transit",1.08,1.03,279,1175,3.92,2494,4.57,0.3,"Yes"
"Kepler-327 c","M Hot Terran","Transit",20.3,1.03,24.9,642,5.21,789,3.02,0.35,"Yes"
"Kepler-387 b","G Hot Terran","Transit",1.08,1.03,296,1193,6.79,2612,1.01,0.3,"Yes"
"GJ 1002 b","M Warm Terran","Radial Velocity",1.08,1.03,0.67,260,10.3,15.8,4.37450250455373,0.86,"Yes"
"Proxima Cen b","M Warm Terran","Radial Velocity",1.07,1.03,0.68,261,11.2,4.2,4.37450250455373,0.86,"Yes"
"Kepler-1163 b","F Hot Terran","Transit",1.08,1.03,530,1380,6.12,1561,2.88,0.3,"Yes"
"Kepler-1398 c","F Hot Terran","Transit",1.08,1.03,788,1524,4.14,2779,3.09,0.29,"Yes"
"Kepler-1347 b","K Hot Terran","Transit",1.08,1.03,37.8,713,14,1046,5.62,0.33,"Yes"
"YZ Cet d","M Hot Terran","Radial Velocity",1.09,1.03,2.7,368,4.66,12.1,3.8,0.67,"Yes"
"Kepler-374 b","G Hot Terran","Transit",1.08,1.03,2234,1978,1.9,4127,1.5,0.29,"Yes"
"Kepler-395 b","K Hot Terran","Transit",1.08,1.03,17.2,585,7.05,1374,1.6,0.37,"Yes"
"K2-338 b","K Hot Terran","Transit",1.08,1.03,83.3,869,3.85,511,4.37450250455373,0.31,"Yes"
"LP 791-18 d","M Hot Terran","Transit",0.9,1.03,5.8,446,2.75,86.4,0.5,0.5,"Yes"
"Kepler-1948 b","M Hot Terran","Transit",1.09,1.03,13.2,547,15.6,632,4.37450250455373,0.39,"Yes"
"EPIC 201841433 b","K Hot Terran","Transit",1.12,1.04,189,1066,4.17,1423,4.37450250455373,0.3,"Yes"
"K2-129 b","M Hot Terran","Transit",1.12,1.04,4.61,420,8.24,90.7,4.37450250455373,0.54,"Yes"
"Kepler-1576 b","G Hot Terran","Transit",1.12,1.04,164,1029,6.98,1503,4.07,0.3,"Yes"
"Kepler-1578 b","G Hot Terran","Transit",1.12,1.04,1076,1648,1.45,3470,4.27,0.29,"Yes"
"Kepler-1409 b","K Hot Terran","Transit",1.12,1.04,1637,1830,0.76,2266,4.79,0.29,"Yes"
"Kepler-2001 b","K Hot Terran","Transit",1.12,1.04,732,1496,1.09,2532,4,0.29,"Yes"
"TRAPPIST-1 f","M Warm Terran","Transit",1.04,1.04,0.37,224,9.21,40.5,0.5,0.68,"Yes"
"EPIC 201170410.02","M Hot Terran","Transit",1.15,1.05,10.3,515,6.8,437,4.37450250455373,0.42,"Yes"
"Teegarden's Star b","M Warm Terran","Radial Velocity",1.16,1.05,1.08,293,4.91,12.5,8,0.97,"Yes"
"Kepler-625 c","G Hot Terran","Transit",1.16,1.05,986,1612,4.17,2481,1.51,0.29,"Yes"
"Kepler-163 b","G Hot Terran","Transit",1.16,1.05,119,951,7.81,2249,4.27,0.3,"Yes"
"YZ Cet c","M Hot Terran","Radial Velocity",1.14,1.05,4.72,423,3.06,12.1,3.8,0.54,"Yes"
"Kepler-1331 b","K Hot Terran","Transit",1.16,1.05,611,1430,0.79,1041,4.17,0.29,"Yes"
"Kepler-1376 b","G Hot Terran","Transit",1.16,1.05,237,1129,5.31,2831,4.68,0.3,"Yes"
"Kepler-1594 b","G Hot Terran","Transit",1.2,1.06,637,1445,2.72,3186,3.89,0.29,"Yes"
"Kepler-1649 c","M Warm Terran","Transit",1.2,1.06,1.23,302,19.5,300,4.37450250455373,0.93,"Yes"
"GJ 273 c","M Hot Terran","Radial Velocity",1.18,1.06,6.71,460,4.72,12.3,4.37450250455373,0.48,"Yes"
"Kepler-1200 b","K Hot Terran","Transit",1.2,1.06,579,1411,1.12,1920,3.02,0.3,"Yes"
"Kepler-1203 b","K Hot Terran","Transit",1.2,1.06,1076,1648,0.59,1033,3.47,0.29,"Yes"
"Kepler-1597 b","F Hot Terran","Transit",1.2,1.06,1489,1787,2.95,3982,2.4,0.29,"Yes"
"Kepler-316 b","K Hot Terran","Transit",1.2,1.06,158,1021,2.24,1255,3.31,0.3,"Yes"
"Kepler-1423 b","K Hot Terran","Transit",1.2,1.06,12,535,24,1464,4.68,0.4,"Yes"
"Kepler-381 d","F Hot Terran","Transit",1.23,1.07,452,1326,8.26,871,2.57,0.3,"Yes"
"Kepler-1470 b","K Hot Terran","Transit",1.24,1.07,24.3,638,16.3,1926,4.57,0.35,"Yes"
"Kepler-186 b","M Hot Terran","Transit",1.24,1.07,35,699,3.89,579,4,0.33,"Yes"
"Kepler-1570 b","G Hot Terran","Transit",1.24,1.07,81.5,864,26.5,2997,4.17,0.31,"Yes"
"Kepler-26 d","M Hot Terran","Transit",1.24,1.07,57.3,791,3.54,1093,2.95,0.32,"Yes"
"Kepler-407 b","G Hot Terran","Transit",3.2,1.07,3903,2274,0.67,1103,7.47,0.29,"Yes"
"Kepler-1178 b","K Hot Terran","Transit",1.24,1.07,20.7,613,31.8,1573,4.68,0.36,"Yes"
"Kepler-520 c","F Hot Terran","Transit",1.24,1.07,917,1583,5.21,2034,2.04,0.29,"Yes"
"Kepler-376 b","G Hot Terran","Transit",1.24,1.07,700,1479,4.92,3010,1.91,0.29,"Yes"
"HD 63433 d","G Hot Terran","Transit",1.25,1.07,300,1191,4.21,73.1,0.41,0.3,"Yes"
"TOI-700 d","M Warm Terran","Transit",1.25,1.07,0.86,276,37.4,101,1.5,0.94,"Yes"
"Kepler-1698 b","K Hot Terran","Transit",1.25,1.07,736,1498,1.21,725,4.37450250455373,0.29,"Yes"
"K2-381 b","K Hot Terran","Transit",1.26,1.07,36.4,706,7.94,475,4.37450250455373,0.33,"Yes"
"K2-384 b","M Hot Terran","Transit",1.26,1.08,25.3,645,2.23,269,4.37450250455373,0.35,"Yes"
"K2-72 b","M Hot Terran","Transit",1.28,1.08,9.15,499,5.58,216,4.37450250455373,0.43,"Yes"
"Kepler-1605 b","K Hot Terran","Transit",1.28,1.08,17.5,588,85.8,1781,4.68,0.37,"Yes"
"Wolf 1069 b","M Warm Terran","Radial Velocity",1.26,1.08,0.65,258,15.6,31.3,4.37450250455373,0.85,"Yes"
"LHS 1815 b","M Hot Terran","Transit",1.58,1.09,25.1,644,3.81,97.3,4.37450250455373,0.35,"Yes"
"Kepler-1956 b","K Hot Terran","Transit",1.32,1.09,28.4,664,5.94,1175,4.37450250455373,0.34,"Yes"
"Kepler-249 b","M Hot Terran","Transit",1.32,1.09,26.1,650,3.31,621,3.09,0.34,"Yes"
"Kepler-212 b","G Hot Terran","Transit",1.32,1.09,136,983,16.3,2241,2.5,0.3,"Yes"
"Kepler-1589 b","F Hot Terran","Transit",1.32,1.09,5075,2428,0.99,4935,2.75,0.29,"Yes"
"Kepler-889 b","G Hot Terran","Transit",1.32,1.09,997,1616,3.74,1951,3.98,0.29,"Yes"
"Kepler-1157 b","K Hot Terran","Transit",1.32,1.09,105,921,4.46,1115,3.39,0.31,"Yes"
"GJ 3929 b","M Hot Terran","Transit",1.75,1.09,17.1,585,2.62,51.6,7.1,0.37,"Yes"
"Kepler-115 b","G Hot Terran","Transit",1.32,1.09,1280,1720,2.4,2033,5.5,0.29,"Yes"
"Kepler-1561 b","G Hot Terran","Transit",1.32,1.09,2537,2041,1.01,2736,3.39,0.29,"Yes"
"Kepler-332 c","K Hot Terran","Transit",1.32,1.09,20.1,608,16,1122,2.82,0.36,"Yes"
"Kepler-1909 b","K Hot Terran","Transit",1.33,1.09,283,1180,2.39,2490,13.9,0.3,"Yes"
"K2-190 c","G Hot Terran","Transit",1.34,1.09,38.3,715,21.6,524,4.37450250455373,0.33,"Yes"
"TRAPPIST-1 c","M Hot Terran","Transit",1.31,1.1,2.22,351,2.42,40.5,0.5,0.73,"Yes"
"K2-239 b","M Hot Terran","Transit",1.37,1.1,8.22,487,5.24,101,4.37450250455373,0.45,"Yes"
"Kepler-1406 b","G Hot Terran","Transit",1.37,1.1,140,989,11.6,1866,5.01,0.3,"Yes"
"Kepler-392 c","G Hot Terran","Transit",1.37,1.1,181,1055,10.4,2222,4.37,0.3,"Yes"
"Kepler-374 c","G Hot Terran","Transit",1.37,1.1,1065,1643,3.28,4127,1.5,0.29,"Yes"
"K2-183 b","G Hot Terran","Transit",1.37,1.1,5432,2469,0.47,1073,4.37450250455373,0.29,"Yes"
"K2-156 b","K Hot Terran","Transit",1.37,1.1,654,1454,0.81,489,4.37450250455373,0.29,"Yes"
"K2-239 d","M Hot Terran","Transit",1.37,1.1,3.41,390,10.1,101,4.37450250455373,0.61,"Yes"
"Kepler-1427 b","G Hot Terran","Transit",1.37,1.1,2673,2068,0.97,3979,4.07,0.29,"Yes"
"GJ 1061 b","M Hot Terran","Radial Velocity",1.37,1.1,4.05,400,3.2,12,7,0.57,"Yes"
"GJ 1002 c","M Warm Terran","Radial Velocity",1.36,1.1,0.26,205,21.2,15.8,4.37450250455373,0.58,"Yes"
"Kepler-59 b","F Hot Terran","Transit",1.37,1.1,194,1075,11.9,3793,0.26,0.3,"Yes"
"K2-91 b","M Hot Terran","Transit",1.37,1.1,53.8,778,1.42,204,4.37450250455373,0.32,"Yes"
"EPIC 228836835 b","M Hot Terran","Transit",1.37,1.1,173,1044,0.73,489,4.37450250455373,0.3,"Yes"
"Kepler-1966 b","K Hot Terran","Transit",1.39,1.1,46.6,751,8.62,1580,4.37450250455373,0.32,"Yes"
"K2-19 d","G Hot Terran","Transit",10,1.11,418,1301,2.51,945,8,0.3,"Yes"
"Kepler-1084 b","F Hot Terran","Transit",1.41,1.11,1705,1848,2.05,1322,4.07,0.29,"Yes"
"Kepler-746 b","G Hot Terran","Transit",1.41,1.11,355,1249,3.48,1467,8.71,0.3,"Yes"
"Kepler-929 b","G Hot Terran","Transit",1.41,1.11,7841,2707,0.92,4276,3.47,0.29,"Yes"
"Kepler-124 d","K Hot Terran","Transit",1.41,1.11,11.8,533,31,1370,1.82,0.4,"Yes"
"Kepler-1434 b","F Hot Terran","Transit",1.41,1.11,910,1580,8.05,2529,2.57,0.29,"Yes"
"Kepler-1117 b","G Hot Terran","Transit",1.41,1.11,200,1082,4.79,1854,4.27,0.3,"Yes"
"Ross 128 b","M Warm Terran","Radial Velocity",1.4,1.11,1.48,316,9.87,11,5,0.86,"Yes"
"Kepler-333 c","K Hot Terran","Transit",1.41,1.11,6.48,458,24.1,1058,3.24,0.48,"Yes"
"OGLE-2016-BLG-1195L b","Terran","Microlensing",1.43,1.11,842.853577881192,971.489553461696,79940.7559943925,12752,4.37450250455373,0.257026875699888,"No"
"Kepler-1531 b","F Hot Terran","Transit",1.41,1.11,4160,2310,1.14,2173,2.82,0.29,"Yes"
"Kepler-446 c","M Hot Terran","Transit",1.41,1.11,7.05,468,3.04,314,3.72,0.47,"Yes"
"Kepler-327 b","M Hot Terran","Transit",1.41,1.11,65.3,817,2.55,789,3.02,0.31,"Yes"
"Kepler-431 d","F Hot Terran","Transit",1.41,1.11,288,1185,11.9,1586,4.34,0.3,"Yes"
"Kepler-1692 b","K Hot Terran","Transit",1.42,1.11,113,939,5.96,1927,6.1,0.3,"Yes"
"TRAPPIST-1 b","M Hot Terran","Transit",1.37,1.12,4.16,410,1.51,40.5,0.5,0.57,"Yes"
"Kepler-589 c","G Hot Terran","Transit",1.45,1.12,247,1141,3.52,1998,14,0.3,"Yes"
"Kepler-1695 b","G Hot Terran","Transit",1.46,1.12,281,1178,4.73,2580,0.5,0.3,"Yes"
"Kepler-334 b","G Hot Terran","Transit",1.46,1.12,305,1202,5.47,1391,1.6,0.3,"Yes"
"Kepler-756 b","K Hot Terran","Transit",1.46,1.12,914,1581,1.22,2778,4.47,0.29,"Yes"
"Kepler-384 b","G Hot Terran","Transit",1.46,1.12,113,939,22.6,2921,1.5,0.3,"Yes"
"Kepler-285 c","G Hot Terran","Transit",1.46,1.12,128,968,6.19,2688,0.6,0.3,"Yes"
"Kepler-438 b","M Hot Terran","Transit",1.46,1.12,1.6,323,35.2,639,4.4,0.83,"Yes"
"Kepler-1869 b","G Hot Terran","Transit",1.46,1.12,142,993,8.17,368,6.3,0.3,"Yes"
"Kepler-1164 b","K Hot Terran","Transit",1.46,1.12,191,1069,3.98,1407,3.63,0.3,"Yes"
"Kepler-1288 b","F Hot Terran","Transit",1.46,1.12,1059,1641,2.76,2655,2.88,0.29,"Yes"
"Kepler-1358 b","K Hot Terran","Transit",1.46,1.12,89.8,885,7.06,1784,5.13,0.31,"Yes"
"Kepler-1082 b","G Hot Terran","Transit",1.46,1.12,3119,2150,1.54,2412,5.75,0.29,"Yes"
"Kepler-381 c","F Hot Terran","Transit",1.46,1.12,238,1130,13.4,871,2.57,0.3,"Yes"
"TRAPPIST-1 g","M Warm Terran","Transit",1.32,1.13,0.25,203,12.4,40.5,0.5,0.58,"Yes"
"GJ 1132 b","M Hot Terran","Transit",1.66,1.13,19.2,596,1.63,41.1,5,0.36,"Yes"
"Kepler-80 g","K Hot Terran","Transit",1.51,1.13,14.1,557,14.6,1204,2,0.38,"Yes"
"Kepler-384 c","G Hot Terran","Transit",1.51,1.13,44.7,743,45.3,2921,1.5,0.32,"Yes"
"Kepler-250 b","K Hot Terran","Transit",1.51,1.13,151,1009,4.15,2480,13.2,0.3,"Yes"
"Kepler-1577 b","K Hot Terran","Transit",1.51,1.13,57.3,791,6.31,1663,4.27,0.32,"Yes"
"Kepler-887 c","F Hot Terran","Transit",1.51,1.13,439,1317,7.64,2891,3.09,0.29,"Yes"
"GJ 9827 c","K Hot Terran","Transit",1.86,1.13,73.6,841,3.65,96.7,5.46,0.31,"Yes"
"KOI-1831 d","K Hot Terran","Transit",2.23,1.13,13,545,34.2,1635,0.8,0.39,"Yes"
"Kepler-369 b","M Hot Terran","Transit",1.51,1.13,42.2,733,2.73,697,4.17,0.32,"Yes"
"Kepler-169 b","K Hot Terran","Transit",1.51,1.13,199,1081,3.25,1325,13.8,0.3,"Yes"
"HD 23472 f","K Hot Terran","Transit",0.77,1.14,29,666,12.2,127,4.37450250455373,0.34,"Yes"
"Kepler-1860 b","G Hot Terran","Transit",1.55,1.14,63.2,811,12.7,1430,0.4,0.31,"Yes"
"Kepler-1456 b","K Hot Terran","Transit",1.55,1.14,8.62,492,18.1,1207,3.72,0.44,"Yes"
"Kepler-1590 b","F Hot Terran","Transit",1.55,1.14,193,1073,7.62,2515,3.39,0.3,"Yes"
"Kepler-804 c","G Hot Terran","Transit",1.55,1.14,147,1002,9.65,2118,5.25,0.3,"Yes"
"Kepler-303 c","M Hot Terran","Transit",1.55,1.14,26.4,652,7.06,684,3.31,0.34,"Yes"
"Kepler-1263 b","K Hot Terran","Transit",1.55,1.14,154,1014,4.55,2168,4.9,0.3,"Yes"
"Kepler-806 b","G Hot Terran","Transit",1.55,1.14,437,1315,8.09,1180,7.76,0.29,"Yes"
"Kepler-320 b","F Hot Terran","Transit",1.55,1.14,327,1223,8.37,2696,2.14,0.3,"Yes"
"Kepler-324 b","K Hot Terran","Transit",1.55,1.14,196,1077,4.39,1635,0.8,0.3,"Yes"
"Kepler-1959 b","K Hot Terran","Transit",1.57,1.14,88.2,881,6.39,1563,4.37450250455373,0.31,"Yes"
"LTT 1445 A c","M Hot Terran","Transit",1.54,1.15,13,541,3.12,22.4,4.37450250455373,0.39,"Yes"
"Kepler-1763 b","G Hot Terran","Transit",1.59,1.15,2845,2101,1.48,2467,5.4,0.29,"Yes"
"Kepler-1468 c","G Hot Terran","Transit",1.6,1.15,1563,1809,3.55,6194,3.55,0.29,"Yes"
"Kepler-1553 b","K Hot Terran","Transit",1.6,1.15,198,1079,4.24,2258,4.57,0.3,"Yes"
"K2-185 b","G Hot Terran","Transit",1.6,1.15,93.5,894,10.6,875,4.37450250455373,0.31,"Yes"
"Kepler-1199 b","G Hot Terran","Transit",1.6,1.15,115,943,15,1837,7.76,0.3,"Yes"
"Kepler-339 c","G Hot Terran","Transit",7.3,1.15,102,914,6.99,2011,4.37,0.3,"Yes"
"Kepler-1240 b","G Hot Terran","Transit",1.6,1.15,538,1385,4.87,2812,4.07,0.29,"Yes"
"K2-54 b","M Hot Terran","Transit",1.6,1.15,21.7,620,9.78,570,4.37450250455373,0.35,"Yes"
"TOI-178 b","K Hot Terran","Transit",1.5,1.15,194,1074,1.91,204,7.1,0.3,"Yes"
"Kepler-102 d","K Hot Terran","Transit",3,1.15,35.2,699,10.3,351,1.1,0.33,"Yes"
"Kepler-1907 c","K Hot Terran","Transit",1.63,1.16,20.5,612,14.9,952,14,0.36,"Yes"
"K2-122 b","M Hot Terran","Transit",1.65,1.16,58.1,787,2.22,234,4.37450250455373,0.31,"Yes"
"Kepler-1373 b","F Hot Terran","Transit",1.65,1.16,10147,2887,1.29,5542,2.51,0.29,"Yes"
"OGLE-2013-BLG-0341L B b","Terran","Microlensing",1.66,1.16,842.853577881192,971.489553461696,79940.7559943925,2971,4.37450250455373,0.257026875699888,"No"
"Kepler-316 c","K Hot Terran","Transit",1.65,1.16,34.4,696,6.83,1255,3.31,0.33,"Yes"
"K2-72 c","M Hot Terran","Transit",1.65,1.16,2.41,357,15.2,216,4.37450250455373,0.7,"Yes"
"GJ 1061 d","M Warm Terran","Radial Velocity",1.64,1.16,0.69,246,13,12,7,0.86,"Yes"
"Kepler-363 b","G Hot Terran","Transit",1.65,1.16,1005,1620,3.61,2487,5.25,0.29,"Yes"
"Kepler-1541 b","K Hot Terran","Transit",1.65,1.16,75.6,848,8.41,1359,4.47,0.31,"Yes"
"Kepler-135 c","F Hot Terran","Transit",1.65,1.16,264,1160,11.4,2028,2.62,0.3,"Yes"
"Kepler-1424 b","G Hot Terran","Transit",1.65,1.16,53.9,779,29.6,2157,5.25,0.32,"Yes"
"Kepler-1867 b","G Hot Terran","Transit",1.65,1.16,217,1105,9.89,2219,0.5,0.3,"Yes"
"K2-400 b","M Hot Terran","Transit",1.67,1.16,14.9,565,3.87,203,4.37450250455373,0.38,"Yes"
"Kepler-1939 b","K Hot Terran","Transit",1.68,1.17,139,988,2.79,619,4.37450250455373,0.3,"Yes"
"TOI-500 b","K Hot Terran","Transit",1.42,1.17,1414,1762,0.55,154,5,0.29,"Yes"
"Kepler-1955 b","G Hot Terran","Transit",1.69,1.17,124,960,14.3,1465,4.37450250455373,0.3,"Yes"
"Kepler-185 b","K Hot Terran","Transit",1.71,1.17,463,1334,1.63,1522,11.9,0.29,"Yes"
"Kepler-295 c","G Hot Terran","Transit",1.71,1.17,211,1096,21.5,5542,8.8,0.3,"Yes"
"Kepler-339 d","G Hot Terran","Transit",14.7,1.17,58.7,796,10.6,2011,4.37,0.31,"Yes"
"HD 215152 c","K Hot Terran","Radial Velocity",1.72,1.17,66,820,7.28,70.4,4.37450250455373,0.31,"Yes"
"GJ 393 b","M Hot Terran","Radial Velocity",1.71,1.17,9.2,501,7.03,22.9,4.37450250455373,0.43,"Yes"
"GJ 581 e","M Hot Terran","Radial Velocity",1.7,1.17,16.4,579,3.15,20.5,4.3,0.37,"Yes"
"Kepler-186 f","M Warm Terran","Transit",1.71,1.17,0.29,211,129,579,4,0.61,"Yes"
"Kepler-332 b","K Hot Terran","Transit",1.71,1.17,53.2,776,7.63,1122,2.82,0.32,"Yes"
"Kepler-1035 b","G Hot Terran","Transit",1.71,1.17,1085,1651,2.71,1833,4.47,0.29,"Yes"
"TOI-1442 b","M Hot Terran","Transit",1.71,1.17,209,1094,0.41,134,4.37450250455373,0.3,"Yes"
"Kepler-647 b","F Hot Terran","Transit",1.71,1.17,175,1046,16.2,3548,4.27,0.3,"Yes"
"Kepler-1902 b","M Hot Terran","Transit",1.74,1.18,51.5,770,3.82,1123,4.37450250455373,0.32,"Yes"
"Kepler-1514 c","F Hot Terran","Transit",1.74,1.18,225,1093,10.5,1295,2.9,0.3,"Yes"
"LTT 1445 A b","M Hot Terran","Transit",2.87,1.18,18.9,595,5.36,22.4,4.37450250455373,0.36,"Yes"
"Kepler-1390 b","G Hot Terran","Transit",1.76,1.18,181,1055,6.48,2359,4.47,0.3,"Yes"
"GJ 3138 b","M Hot Terran","Radial Velocity",1.78,1.18,118,941,1.22,92.9,4.37450250455373,0.3,"Yes"
"Kepler-1430 b","K Hot Terran","Transit",1.76,1.18,165,1031,2.46,2855,2.09,0.3,"Yes"
"Kepler-1512 b","K Hot Terran","Transit",1.76,1.18,1.68,327,20.4,528,1.78,0.81,"Yes"
"Kepler-1477 b","K Hot Terran","Transit",1.76,1.18,76.7,851,11.6,2220,4.68,0.31,"Yes"
"Kepler-332 d","K Hot Terran","Transit",1.76,1.18,7.3,472,34.2,1122,2.82,0.46,"Yes"
"Kepler-847 b","K Hot Terran","Transit",1.76,1.18,313,1210,2.34,1673,3.89,0.29,"Yes"
"Kepler-1694 b","K Hot Terran","Transit",1.76,1.18,153,1013,3.9,1674,0.7,0.3,"Yes"
"Kepler-1248 b","F Hot Terran","Transit",1.76,1.18,290,1187,7.47,1934,1.51,0.3,"Yes"
"GJ 1061 c","M Warm Terran","Radial Velocity",1.74,1.18,1.45,310,6.69,12,7,0.86,"Yes"
"tau Cet g","G Hot Terran","Radial Velocity",1.75,1.18,28.1,661,20,11.8,12.1,0.34,"Yes"
"Kepler-341 b","F Hot Terran","Transit",1.76,1.18,372,1263,5.2,3414,3.6,0.29,"Yes"
"Kepler-132 e","F Hot Terran","Transit",1.76,1.18,8.42,490,110,1140,4.37,0.44,"Yes"
"Kepler-1264 b","G Hot Terran","Transit",1.76,1.18,2415,2016,0.97,2615,4.17,0.29,"Yes"
"Kepler-1537 b","K Hot Terran","Transit",1.76,1.18,629,1440,1.44,1687,5.01,0.29,"Yes"
"Kepler-1933 b","G Hot Terran","Transit",1.76,1.18,243,1136,4.94,1069,4.37450250455373,0.3,"Yes"
"Kepler-1910 b","K Hot Terran","Transit",1.78,1.18,41.2,728,5.69,2271.62176407314,13.9,0.32,"Yes"
"KOI-351 c","F Hot Terran","Transit",1.81,1.19,234,1125,8.72,2766,0.53,0.3,"Yes"
"Kepler-1276 b","F Hot Terran","Transit",1.81,1.19,144,997,12.6,1756,3.09,0.3,"Yes"
"Kepler-206 d","G Hot Terran","Transit",1.81,1.19,45.7,747,23.4,1938,7,0.32,"Yes"
"Kepler-953 c","G Hot Terran","Transit",1.81,1.19,102,915,9.11,844,8.71,0.3,"Yes"
"Kepler-1139 b","G Hot Terran","Transit",1.81,1.19,1824,1880,0.81,1614,4.47,0.29,"Yes"
"Kepler-1499 b","K Hot Terran","Transit",1.81,1.19,7.12,470,44.2,1010,4.68,0.46,"Yes"
"Kepler-1473 b","F Hot Terran","Transit",1.81,1.19,116,944,14.4,2127,2.63,0.3,"Yes"
"Kepler-775 b","G Hot Terran","Transit",1.81,1.19,1546,1804,0.97,1300,1.86,0.29,"Yes"
"HD 215152 b","K Hot Terran","Radial Velocity",1.82,1.19,90.3,886,5.76,70.4,4.37450250455373,0.31,"Yes"
"KOI-3503 b","F Hot Terran","Transit",9.2,1.19,93.3,894,21.2,2893,4.37450250455373,0.31,"Yes"
"Kepler-380 b","F Hot Terran","Transit",1.81,1.19,758,1509,3.93,2653,4.43,0.29,"Yes"
"Kepler-1213 b","F Hot Terran","Transit",1.81,1.19,615,1433,5.35,2634,3.47,0.29,"Yes"
"Kepler-310 b","G Hot Terran","Transit",1.81,1.19,46.8,752,13.9,1964,1.9,0.32,"Yes"
"Kepler-1565 b","K Hot Terran","Transit",1.81,1.19,469,1339,1.54,2054,5.62,0.29,"Yes"
"tau Cet h","G Hot Terran","Radial Velocity",1.83,1.19,8.62,487,49.4,11.8,12.1,0.44,"Yes"
"K2-384 c","M Hot Terran","Transit",1.82,1.19,10.9,522,4.19,269,4.37450250455373,0.41,"Yes"
"GJ 1252 b","M Hot Terran","Transit",1.32,1.19,233,1125,0.52,66.4,3.9,0.3,"Yes"
"Kepler-1735 b","K Hot Terran","Transit",1.84,1.19,16.6,580,7.72,800,14,0.37,"Yes"
"Kepler-409 b","G Hot Terran","Transit",6,1.2,8.52,437,69,222,5.8,0.44,"Yes"
"GJ 357 b","M Hot Terran","Transit",1.84,1.2,12.3,538,3.93,30.8,4.37450250455373,0.4,"Yes"
"Kepler-367 c","K Hot Terran","Transit",1.87,1.2,3.77,400,53.6,613,2.29,0.58,"Yes"
"Kepler-206 b","G Hot Terran","Transit",1.87,1.2,199,1081,7.78,1938,7,0.3,"Yes"
"K2-187 b","G Hot Terran","Transit",1.87,1.2,2292,1990,0.77,1079,4.37450250455373,0.29,"Yes"
"K2-85 b","K Hot Terran","Transit",1.87,1.2,939,1575,0.68,317,4.37450250455373,0.29,"Yes"
"Kepler-1573 b","G Hot Terran","Transit",1.87,1.2,1113,1661,2.62,4746,4.07,0.29,"Yes"
"Kepler-1500 b","G Hot Terran","Transit",1.87,1.2,123,958,15,3971,4.07,0.3,"Yes"
"Kepler-208 d","F Hot Terran","Transit",1.87,1.2,192,1070,11.1,2528,4.37,0.3,"Yes"
"Kepler-282 c","G Hot Terran","Transit",1.87,1.2,113,939,13.6,4362,0.4,0.3,"Yes"
"Kepler-345 c","K Hot Terran","Transit",2.2,1.2,54,779,9.39,848,2.75,0.32,"Yes"
"Kepler-770 c","G Hot Terran","Transit",1.87,1.2,1185,1688,1.48,3034,4.57,0.29,"Yes"
"Kepler-907 b","F Hot Terran","Transit",1.87,1.2,159,1021,15.9,1148,5.37,0.3,"Yes"
"Kepler-85 d","G Hot Terran","Transit",1.87,1.2,36.3,706,17.9,2495,0.6,0.33,"Yes"
"Kepler-304 e","K Hot Terran","Transit",1.87,1.2,404,1290,1.5,1417,2.09,0.29,"Yes"
"Kepler-225 b","M Hot Terran","Transit",1.87,1.2,32.2,685,6.74,1830,2.88,0.33,"Yes"
"Kepler-1617 b","F Hot Terran","Transit",1.87,1.2,66.9,822,27.5,2929,3.02,0.31,"Yes"
"EPIC 206042996 c","K Hot Terran","Transit",1.87,1.2,1583,1814,0.35,1473,4.37450250455373,0.29,"Yes"
"EPIC 212624936 b","G Hot Terran","Transit",1.87,1.2,4071,2298,0.58,1832,4.37450250455373,0.29,"Yes"
"Kepler-78 b","G Hot Terran","Transit",1.68,1.2,3913,2275,0.36,405,0.62,0.29,"Yes"
"Kepler-1894 b","G Hot Terran","Transit",1.87,1.2,362,1255,2.76,3050,0.5,0.29,"Yes"
"TOI-270 b","M Hot Terran","Transit",1.58,1.21,19,600,3.36,73.3,4.37450250455373,0.36,"Yes"
"HD 20781 b","K Hot Terran","Radial Velocity",1.93,1.21,175,1045,5.31,117,4.37450250455373,0.3,"Yes"
"Kepler-81 d","M Hot Terran","Transit",1.92,1.21,7.88,482,20.8,1135,3.63,0.45,"Yes"
